Product Name,Total number of comments (backer only),Number of Negative Comment,Number of Neutral Comment,Number of Positive Comment,% of Negative Comment,% of Neutral Comment,% of Positive Comment,Overall Score,Number of creator comment
eight-bit-magazine-4-amstrad-atari-commodore-spect,7,0,0,7,0,0,1,0.566871429,1
we-dont-go-back-a-watchers-guide-to-folk-horror,2,0,1,1,0,0.5,0.5,0.22805,0
bitcoin-on-a-napkin-the-illustrated-book,5,0,3,2,0,0.6,0.4,0.21163,0
vga-gallery-a-home-for-video-games-and-new-media,2,0,0,2,0,0,1,0.70425,0
ticwatch-s-and-e-a-truly-optimized-smartwatch,39,11,8,20,0.28,0.21,0.51,0.106763462,0
luxury-watches-made-in-germany-manufaktur-waldhoff,21,3,0,18,0.14,0,0.86,0.492144697,0
gazette-du-wargamer-numero-0-ete-2017,0,0,0,0,0,0,0,0,0
the-arduino-and-raspberry-pi-compatible-dc-crank-s,0,0,0,0,0,0,0,0,0
the-dead-queen-detectives-colouring-book,1,0,0,1,0,0,1,0.5859,0
ekko-and-the-firefly-an-anime-inspired-fairytale,12,0,1,11,0,0.08,0.92,0.556859722,0
beasts-of-balance-new-edition-and-battles-expansio,31,6,8,17,0.19,0.26,0.55,0.304528696,0
skyline-chess-new-york-city-edition,22,1,7,14,0.05,0.32,0.64,0.363080152,0
hand-of-glory-modular-magnetic-gaming-miniatures,24,2,11,11,0.08,0.46,0.46,0.161361528,0
ducklings-a-game-about-parenting,24,5,4,15,0.21,0.17,0.62,0.239302257,0
action-news-the-game-of-television-news,24,3,3,18,0.12,0.12,0.75,0.344528922,0
board-game-garage,25,1,2,22,0.04,0.08,0.88,0.573482756,0
legendary-creatures,17,3,0,14,0.18,0,0.82,0.399314118,22
luxury-ergonomic-wooden-watches,30,8,5,17,0.27,0.17,0.57,0.210447944,0
cjr-commander-watch,22,4,0,18,0.18,0,0.82,0.358142424,0
kickstarter-gold-awesome-toy-cars-redux,23,3,5,15,0.13,0.22,0.65,0.317383406,0
utu-a-sci-fi-short-film-directed-by-daniel-freedma,0,0,0,0,0,0,0,0,0
kickstarter-gold-the-acme-corporation,23,12,1,10,0.52,0.04,0.43,-0.008060145,0
podslocker-smart-airpods-earpods-casephone-stand-a,18,3,5,10,0.17,0.28,0.56,0.186002778,7
oh-brother-mini-comic-growing-up-with-a-brother-wi,2,0,0,2,0,0,1,0.8881,1
girls-at-library-empowering-female-readers,8,0,0,8,0,0,1,0.7809625,0
erie-art-museum-25th-annual-blues-and-jazz-festiva,0,0,0,0,0,0,0,0,0
help-rea-steyne-fund-her-first-worship-album,4,0,0,4,0,0,1,0.6785,0
2000-miles-0,1,0,0,1,0,0,1,0.8777,0
earthbound-music-video-lyric-video-and-documentary,0,0,0,0,0,0,0,0,0
isle-of-dogs,1,0,0,1,0,0,1,0.3382,0
one-day-i-too-go-fly-documentary-post-production,3,0,0,3,0,0,1,0.775033333,3
shiver-shield-extreme-cold-weather-gear,48,4,7,37,0.08,0.15,0.77,0.538622917,0
the-periodic-table-of-english-writers,12,0,3,9,0,0.25,0.75,0.39035,7
back-rac-back-pain-relief-acupressure-massage-heal,31,3,8,20,0.1,0.26,0.65,0.368862903,0
elena-izquierdo-debut-single-written-with-tayla-pa,0,0,0,0,0,0,0,0,0
jersey-fresh-jam-2017-needs-you,2,0,1,1,0,0.5,0.5,0.4452,0
luke-maynards-new-album-desolation-sound,2,0,0,2,0,0,1,0.6508,1
things-were-different-in-spring-student-film,0,0,0,0,0,0,0,0,0
cautious-fred-a-childrens-book,5,0,0,5,0,0,1,0.901086667,0
codespeak-books-picture-books-for-inspiring-little,13,0,1,12,0,0.08,0.92,0.658053407,0
untainted-levon-mikaelian-trio,0,0,0,0,0,0,0,0,0
daddy-can,2,0,0,2,0,0,1,0.446775,2
crusaders-thy-will-be-done-deluxifiedtm,31,7,8,16,0.23,0.26,0.52,0.170577778,2
action-cats,25,6,5,14,0.24,0.2,0.56,0.199263137,0
embroidery-software-and-business-start-up,0,0,0,0,0,0,0,0,0
bleach-blonde-baby-music-video-by-poppy,26,2,5,19,0.08,0.19,0.73,0.430876923,0
rachel-brown-and-the-beatnik-playboys-new-album,1,0,0,1,0,0,1,0.9054,0
plenty-of-bluesthe-roustabouts-album-10-years-in-t,0,0,0,0,0,0,0,0,0
red-no-95-issue-3,2,0,0,2,0,0,1,0.6445,0
riley-and-the-big-bear-1,1,0,1,0,0,1,0,0,0
damage-inc-punk-rock-monster-hunting-for-fun-and-p,3,0,0,3,0,0,1,0.833933333,0
the-cycle-the-complete-digital-collection,3,0,0,3,0,0,1,0.651233333,0
juan-martinez-4-resurrection,0,0,0,0,0,0,0,0,0
the-folks-of-flinta-tribute,1,0,0,1,0,0,1,0.7702,0
hold-button-a-tiny-phone-grip,23,3,9,11,0.13,0.39,0.48,0.19918981,0
parsely-games-featuring-action-castle-and-other-ad,9,0,5,4,0,0.56,0.44,0.087226308,0
thicker-than-blood-a-large-format-ploog-and-bisley,18,0,3,15,0,0.17,0.83,0.568158586,0
comfort-chemistry-a-guide-to-building-emotional-re,2,0,1,1,0,0.5,0.5,0.3715,0
fox-point-folk-festival,0,0,0,0,0,0,0,0,0
hopeless-enamel-pin-collection,1,0,0,1,0,0,1,0.4932,0
city-of-lost-souls-5,8,0,0,8,0,0,1,0.598729583,0
the-magnon-spinner,24,3,2,19,0.12,0.08,0.79,0.390878323,0
gravitas,0,0,0,0,0,0,0,0,0
help-publish-this-book-birth-your-story,2,0,0,2,0,0,1,0.9191,2
morgana-a-documentary-film-housewife-pornographer,11,1,1,9,0.09,0.09,0.82,0.588323485,0
aurelie-lecuyer,0,0,0,0,0,0,0,0,0
30-days-of-base,0,0,0,0,0,0,0,0,0
lxs-desaparecidxs,0,0,0,0,0,0,0,0,0
everything-you-need-is-inside-you-burning-man-2017,0,0,0,0,0,0,0,0,0
raisa-nosova-berlin-art-residency-and-amsterdam-ar,0,0,0,0,0,0,0,0,0
klondike-letters-project,2,0,0,2,0,0,1,0.89835,0
the-altar-of-intentions-burning-man-2017-camp-amaz,0,0,0,0,0,0,0,0,0
lets-make-america-kind-one-school-at-a-time,0,0,0,0,0,0,0,0,0
marcus-starr-solo-album-funding-campaign,0,0,0,0,0,0,0,0,0
array-issue-1,2,0,1,1,0,0.5,0.5,0.4364,0
the-church-of-the-open-mind-burning-man-art-car,0,0,0,0,0,0,0,0,0
buddy-pegs-taking-the-lead-an-illustrated-children,2,1,0,1,0.5,0,0.5,0.244725,0
miegakure-an-mcu-artbook,3,0,0,3,0,0,1,0.816033333,0
love-as-an-artform-30-days-to-deeper-love,0,0,0,0,0,0,0,0,0
musee-immediat-essarter-editions,0,0,0,0,0,0,0,0,0
nabil-and-karim-anise-k-bicentenary-album,2,0,0,2,0,0,1,0.8502,0
i-am-worthy,1,0,0,1,0,0,1,0.6199,0
childrens-book-about-zumba-fitness-minimia-music-a,2,0,0,2,0,0,1,0.69325,0
jazz-the-george-kahn-trio-with-alex-acuna-lyman-me,3,0,0,3,0,0,1,0.729833333,0
the-small-stage-crowdfunded-theatre-coverage-for-m,0,0,0,0,0,0,0,0,0
fight-knight,34,8,7,19,0.24,0.21,0.56,0.23604902,5
damn-the-man-save-the-music,16,2,1,13,0.12,0.06,0.81,0.511076042,0
kickstarter-gold-philographics,28,3,4,21,0.11,0.14,0.75,0.23287619,13
kaku-dako-kite-kit,8,0,0,8,0,0,1,0.711268333,0
morralla,3,0,0,3,0,0,1,0.411733333,0
paintings-of-le-tour-hardback-books,9,3,2,4,0.33,0.22,0.44,0.109788889,0
fuente-a-ceramic-jar-designed-to-share,0,0,0,0,0,0,0,0,0
yauali,0,0,0,0,0,0,0,0,0
lophophora,0,0,0,0,0,0,0,0,0
the-best-premium-toiletry-bag-for-traveling,21,3,3,15,0.14,0.14,0.71,0.316385556,0
geek-girl-vol1-lightning-strikes-pre-orders,1,0,0,1,0,0,1,0.7067,0
righteous-comic-book-issue-1-first-printing,8,1,0,7,0.12,0,0.88,0.6749,2
2018-gaming-calendar,28,4,5,19,0.14,0.18,0.68,0.317479167,11
vs-vamps-vs-wolves-2,6,2,1,3,0.33,0.17,0.5,0.002825,0
future-girl-1-the-future-starts-now-inaugural-issu,4,0,0,4,0,0,1,0.6369,0
painting-survival-on-a-blank-canvas,0,0,0,0,0,0,0,0,0
codex-bicycle-playing-cards-deck,26,2,8,16,0.08,0.31,0.62,0.280411346,0
the-art-of-fantasy-football-by-pramos,25,1,8,16,0.04,0.32,0.64,0.256618364,0
meet-the-blues-sela-blue-and-the-missing-key,4,0,0,4,0,0,1,0.853408333,0
toys-for-tuition-you-get-dog-toys-we-get-to-colleg,1,0,0,1,0,0,1,0.4588,0
messina-the-handheld-pasta-maker,4,1,0,3,0.25,0,0.75,0.134775,0
introducing-the-adii-the-future-is-hands-free,22,3,4,15,0.14,0.18,0.68,0.312848701,0
hurry-up-and-wait,3,1,0,2,0.33,0,0.67,0.174166667,0
all-things-beautiful-short-film,1,0,0,1,0,0,1,0.6458,1
swimming-mockumentary-short,0,0,0,0,0,0,0,0,0
earth-is-a-paradise,1,1,0,0,1,0,0,-0.7156,0
pele-tiki-mug-from-kilauea-cove,6,0,2,4,0,0.33,0.67,0.390677778,5
hidizs-ap200-the-next-generation-android-hifi-musi,24,6,3,15,0.25,0.12,0.62,0.139725449,0
into-your-dreams,5,0,0,5,0,0,1,0.86826,0
epoch-the-awakening-board-game,13,1,0,12,0.08,0,0.92,0.430535128,0
flexr-worlds-first-foldable-travel-friendly-pullup,24,4,7,13,0.17,0.29,0.54,0.220941572,0
not-especially-special-a-childrens-picture-book,5,0,0,5,0,0,1,0.89574,3
star-realms-frontiers,29,5,5,19,0.17,0.17,0.66,0.236488621,1
rosie-a-detroit-herstory-book,7,0,0,7,0,0,1,0.614321429,0
echoes-from-then-glimpses-of-john-mclaughlin-1959,2,0,1,1,0,0.5,0.5,0.2463,0
youth-exchange-project-refugee-empowerment-through,0,0,0,0,0,0,0,0,0
crushaustin,0,0,0,0,0,0,0,0,0
light-chasers-issue-1,7,0,1,6,0,0.14,0.86,0.535338095,0
level-11-theatres-2nd-season,1,0,0,1,0,0,1,0.8011,0
russell-vaughn-keyz,0,0,0,0,0,0,0,0,0
yellowalbum-third-high-five-spaceship-studio-recor,1,0,0,1,0,0,1,0.9103,0
black-and-blue-the-yvonne-bechet-story,0,0,0,0,0,0,0,0,0
emma-rae-a-film-by-allen-sowelle,3,0,0,3,0,0,1,0.794033333,0
nowhere-far-the-book,11,0,3,8,0,0.27,0.73,0.490086364,0
sense-of-place-by-jose-davila,0,0,0,0,0,0,0,0,0
custom-crafted-coin-rings,4,0,0,4,0,0,1,0.43026875,5
intelligent-bracelets-adjustable-vegan-easy-to-cle,2,1,0,1,0.5,0,0.5,0.2107,0
hello-blob,0,0,0,0,0,0,0,0,0
the-abhorrent-abecedarium-an-hp-lovecraft-art-book,4,1,0,3,0.25,0,0.75,0.547925,0
mca-day-celebrating-the-life-of-adam-mca-yauch,0,0,0,0,0,0,0,0,0
the-elegiac-repose-a-new-album-by-valentine-wolfe,1,0,0,1,0,0,1,0.6167,0
diamon-playing-cards-n-2-the-summer-season,13,1,4,8,0.08,0.31,0.62,0.247454615,0
conthempt,0,0,0,0,0,0,0,0,0
bosanske-ulice,0,0,0,0,0,0,0,0,0
witkin-and-witkin-a-photographer-and-a-painter,1,0,1,0,0,1,0,0,0
firelight-the-questing-card-game-new-tabletop-rpg,27,6,3,18,0.22,0.11,0.67,0.284905864,0
the-x-suit-the-suit-of-the-future,30,5,3,22,0.17,0.1,0.73,0.305379167,0
notch-the-rescued-dolphin,7,0,0,7,0,0,1,0.716507143,0
daughter-short-film,0,0,0,0,0,0,0,0,0
off-camera,2,0,0,2,0,0,1,0.6686,0
fauna-of-the-dirty-south-enamel-pins-and-stickers,1,0,1,0,0,1,0,0,1
pryme-editions-the-2017-annual-journal,6,1,3,2,0.17,0.5,0.33,0.151366667,3
pete-von-shollys-history-of-monsters,8,1,0,7,0.12,0,0.88,0.545389583,0
fritz-and-fanya-body-of-work-performancepaintproje,0,0,0,0,0,0,0,0,0
help-life-like-water-record-their-first-album,1,0,0,1,0,0,1,0.9161,0
mylos-travels-washington-dc,10,0,0,10,0,0,1,0.85299,0
steamteam-5-the-beginning-childrens-book,10,1,2,7,0.1,0.2,0.7,0.408556591,0
yalla-habibi-living-with-war-in-aleppo,13,1,1,11,0.08,0.08,0.85,0.579624359,6
when-i-grow-up-1,0,0,0,0,0,0,0,0,0
the-august-club,4,0,0,4,0,0,1,0.696975,0
biddy-short-film,1,0,0,1,0,0,1,0.9711,0
blessed-are-they-that-fear-the-lord,0,0,0,0,0,0,0,0,0
how-to-drown-a-fish-edinburgh-festival-fringe-2017,0,0,0,0,0,0,0,0,0
beverlys-brows-reviving-morale-to-those-effected-b,2,0,0,2,0,0,1,0.888875,0
gocards-exercise-playing-cards,9,1,2,6,0.11,0.22,0.67,0.31014798,12
magc-stylish-upgrade-for-usb-c-resurrect-magsafe,26,10,4,12,0.38,0.15,0.46,0.048958878,0
the-christmas-tale-of-elaine-gale,2,0,0,2,0,0,1,0.802283333,0
ufos-and-et-contact-publish-new-book-and-spread-wo,19,0,1,18,0,0.05,0.95,0.704772807,0
bodypainting-day-2017-nyc-amsterdam-berlin,0,0,0,0,0,0,0,0,0
tuls-the-tool-box-for-your-wallet,30,4,12,14,0.13,0.4,0.47,0.193105333,0
dragons-are-awesome-mermaids-are-okay-too,30,3,2,25,0.1,0.07,0.83,0.627916111,0
fundraiser-for-a-band-biography-of-the-butthole-su,6,0,3,3,0,0.5,0.5,0.3771,0
deanna-of-the-dead,24,1,0,23,0.04,0,0.96,0.551072386,0
luckys-coffee-garage-on-the-green-in-lebanon-nh,4,0,0,4,0,0,1,0.73055,0
100-demon-dialogues-book-and-plushie,32,4,5,23,0.12,0.16,0.72,0.485671875,9
piso-flotado-sprung-floor-mtyibg,0,0,0,0,0,0,0,0,0
explorers-of-the-north-sea-rocks-of-ruin,26,1,6,19,0.04,0.23,0.73,0.347149872,0
villy-custom-limited-edition-cruiser-bikes-with-a,3,0,0,3,0,0,1,0.832733333,0
fodi-the-flat-multi-purpose-origami-stand,27,8,4,15,0.3,0.15,0.56,0.075673387,0
a-new-venture-needs-a-new-wheel,2,0,0,2,0,0,1,0.8488,0
raspberry-shake-4d-detect-earthquakes-and-invisibl,23,4,1,18,0.17,0.04,0.78,0.381119928,17
classic-gaming-review-print-collection,6,0,1,5,0,0.17,0.83,0.349219444,0
the-guardian-of-the-forest-of-love-a-picture-book,0,0,0,0,0,0,0,0,0
ljw-photography-the-path-and-rise-of-a-novice,0,0,0,0,0,0,0,0,0
godrive-pro-say-goodbye-to-low-storage-on-iphone-f,18,3,2,13,0.17,0.11,0.72,0.223395741,0
resurrected,0,0,0,0,0,0,0,0,0
reed-grimms-debut-album,6,0,1,5,0,0.17,0.83,0.734633333,0
proof-porch-project,0,0,0,0,0,0,0,0,0
wholefoods-cooperative-shop,4,0,0,4,0,0,1,0.8479,0
high-school-coven,0,0,0,0,0,0,0,0,0
stone-dragon-mountain,34,5,3,26,0.15,0.09,0.76,0.411538088,1
founders-of-gloomhaven,30,6,5,19,0.2,0.17,0.63,0.203076111,1
munchkin-special-delivery,26,0,2,24,0,0.08,0.92,0.550845598,0
trans-dudes-with-lady-cancer,1,0,0,1,0,0,1,0.732,0
lil-piggies-the-fairy-tale-card-game-thats-a-perfe,3,0,0,3,0,0,1,0.732466667,18
ghostwriter-london-noir-1800-edition-invent-your-s,1,0,0,1,0,0,1,0.6696,0
the-book-of-maxwell,1,0,0,1,0,0,1,0.872,0
infocus,1,0,0,1,0,0,1,0.9001,0
strikethru-the-to-do-list-notebook,8,2,2,4,0.25,0.25,0.5,0.251175,0
gumby-imagined-the-story-of-art-clokey-and-his-cre,10,0,1,9,0,0.1,0.9,0.693130714,0
milionart-kaleidoscope-das-xxl-kunstmagazin,0,0,0,0,0,0,0,0,0
ready-to-go-a-short-film-by-lynda-reiss,1,0,0,1,0,0,1,0.9485,0
mick,0,0,0,0,0,0,0,0,0
arbiter-0,9,1,3,5,0.11,0.33,0.56,0.31445,2
15-minutes-psa-about-male-sexual-assault,1,0,0,1,0,0,1,0.9097,0
cthulhu-rise-of-the-cults,30,7,5,18,0.23,0.17,0.6,0.300552143,0
bicycle-starlight-solar-playing-cards,11,0,1,10,0,0.09,0.91,0.352592424,0
somewhere-else-album,3,0,0,3,0,0,1,0.7733,2
chineasy-tiles-play-to-learn-chinese,29,0,1,28,0,0.03,0.97,0.664558719,0
castle-happy-grow-our-show,0,0,0,0,0,0,0,0,0
hotter,0,0,0,0,0,0,0,0,0
riders-of-the-apocalypse-playing-cards,30,2,11,17,0.07,0.37,0.57,0.387797315,0
pictures-with-stories-a-memoir-by-tony-mendoza,0,0,0,0,0,0,0,0,0
artemis-and-luna-sailor-moon-necklace,2,0,0,2,0,0,1,0.7846,0
chicago-south-asian-film-festival-2017,0,0,0,0,0,0,0,0,0
criminal-short-film-festival-fund,0,0,0,0,0,0,0,0,0
alex-the-airplane-aviation-children-stories,0,0,0,0,0,0,0,0,0
burrows-and-badgers-fur-and-feathers-anthro-miniat,23,0,1,22,0,0.04,0.96,0.675004952,0
a-murder-in-rodlera-a-tal-nor-comic-by-t-perran-mi,1,0,0,1,0,0,1,0.8743,0
katze-vol2,0,0,0,0,0,0,0,0,0
jonathin-quackup-2-alternative-comic-cover-from-ra,0,0,0,0,0,0,0,0,0
sex-ed-with-db-podcast-equipment,0,0,0,0,0,0,0,0,0
mirrocool-the-smart-mirror-that-knows-you,20,3,3,14,0.15,0.15,0.7,0.359355833,0
suncontrol-diy-solar-power-for-the-raspberry-pi-ar,9,0,1,8,0,0.11,0.89,0.411783951,0
decades-chicago-architecture-posters,6,0,0,6,0,0,1,0.729783333,4
the-boys-a-short-film-collection,0,0,0,0,0,0,0,0,0
modern-map-prints,25,1,3,21,0.04,0.12,0.84,0.480324,18
the-noodle-poster-try-these-noodle-from-around-the,0,0,0,0,0,0,0,0,0
paperthink-2-make-better-decisions,15,1,3,11,0.07,0.2,0.73,0.432634444,0
jamie-saves-the-world,1,0,0,1,0,0,1,0.7701,0
lightning-strikes-hilo,1,0,0,1,0,0,1,0.6973,0
neil-johnson-band-5-song-ep,0,0,0,0,0,0,0,0,0
europe-who-are-you,0,0,0,0,0,0,0,0,0
4tfy-an-affordable-vpn-for-all,18,4,2,12,0.22,0.11,0.67,0.262909259,25
westerly-sound-our-debut-album,2,0,0,2,0,0,1,0.61675,0
watches-of-instagram-issue-01,7,0,1,6,0,0.14,0.86,0.687942857,0
hobbits-dobbies-and-fairies,4,0,1,3,0,0.25,0.75,0.464575,0
this-is-hell,1,0,0,1,0,0,1,0.807,0
orion360-worlds-first-gesture-controlled-music-sys,13,1,2,10,0.08,0.15,0.77,0.386495047,0
alex-automatic-bokehs-machine,1,0,0,1,0,0,1,0.9524,0
ausker-redefining-high-quality-cookware,24,4,1,19,0.17,0.04,0.79,0.6001035,0
tearribles-the-dog-toy-weve-all-been-waiting-for,41,9,5,27,0.22,0.12,0.66,0.370336179,0
wonderland-lost-hardcover-digital-dream-by-everett,1,0,0,1,0,0,1,0.7811,0
the-working-mans-ballet-autobiography-of-alan-huds,3,0,1,2,0,0.33,0.67,0.447766667,0
radiance-a-fannibal-anthology,20,1,0,19,0.05,0,0.95,0.639647083,0
libre-computer-board-next-gen-4k-sbc-dev-board-for,17,6,0,11,0.35,0,0.65,-0.028543277,0
moon-rabbit-enamel-pin,4,0,2,2,0,0.5,0.5,0.34125,0
too-long-at-the-fair,3,0,0,3,0,0,1,0.531,0
johannes-voss-2017-token-collection,28,3,4,21,0.11,0.14,0.75,0.487263988,7
little-paper-planes-workshop-and-after-school-arts,1,0,0,1,0,0,1,0.9738,0
made-up-with-danny-volk-the-akron-sessions,1,0,0,1,0,0,1,0.5994,0
transmodernity-a-film-about-changemakers,0,0,0,0,0,0,0,0,0
lucidity-six-sided-nightmares,22,4,2,16,0.18,0.09,0.73,0.280486869,0
good-bird-20-a-new-restaurant-in-nola,2,0,0,2,0,0,1,0.9136,0
cartoonify-yourself-and-join-our-virtual-city-cart,1,0,0,1,0,0,1,0.8353,0
custom-handcrafted-pens-wood-acrylic-stone-and-eng,4,0,0,4,0,0,1,0.7495125,0
ms-thorns-home-for-wicked-children-0,4,0,1,3,0,0.25,0.75,0.478641667,0
21-days-a-cooperative-survival-boardgame-for-1-4-p,18,5,3,10,0.28,0.17,0.56,0.157367685,0
the-19th-annual-animation-show-of-shows-take-2,5,0,0,5,0,0,1,0.70934,0
zigate-universal-zigbee-gateway-for-smarthome,21,3,4,14,0.14,0.19,0.67,0.269015238,0
pium-your-personal-aromatherapist,19,2,4,13,0.11,0.21,0.68,0.289076864,0
aint-no-good-man-a-soul-album,8,0,2,6,0,0.25,0.75,0.574671875,0
zing-worlds-smartest-night-light,24,1,6,17,0.04,0.25,0.71,0.406223958,0
chris-and-bethanys-new-worship-project,6,0,0,6,0,0,1,0.805,0
la-ena-film,0,0,0,0,0,0,0,0,0
carnevale-the-miniature-game,22,4,4,14,0.18,0.18,0.64,0.247678355,0
parral-dev-board,9,0,0,9,0,0,1,0.693696296,7
the-wild-cosmos-a-new-kind-of-sci-fi-adventure-com,14,0,4,10,0,0.29,0.71,0.490075649,0
the-young-fables-are-recording-a-classic-country-r,14,1,0,13,0.07,0,0.93,0.659108929,0
gripengo,30,14,1,15,0.47,0.03,0.5,0.047448472,2
questions-i-always-get-asked-as-a-muslim,2,0,0,2,0,0,1,0.451833333,2
like,1,0,0,1,0,0,1,0.8932,0
white-wolves-short-film,0,0,0,0,0,0,0,0,0
caricom-magazine-issue-1,2,0,1,1,0,0.5,0.5,0.47255,0
coin-and-crown,27,4,10,13,0.15,0.37,0.48,0.155458642,0
rick-and-morty-skeleton-pins,3,0,0,3,0,0,1,0.814216667,0
ti-hook-the-titanium-edc-belt-you-never-knew-you-n,24,6,2,16,0.25,0.08,0.67,0.194182639,15
worlds-1st-affordable-authentic-moon-rock-pendant,7,0,1,6,0,0.14,0.86,0.43747619,0
sailor-moon-and-tuxedo-mask-pin-badges,4,0,2,2,0,0.5,0.5,0.267958333,0
surreal-dice-tower,28,1,5,22,0.04,0.18,0.79,0.45430119,0
gothic-tales-of-haunted-love-a-comics-anthology,10,1,2,7,0.1,0.2,0.7,0.301005,5
neo-playing-cards,23,0,7,16,0,0.3,0.7,0.462810427,0
pensil-apparel,0,0,0,0,0,0,0,0,0
prometheus-1,11,0,1,10,0,0.09,0.91,0.621803662,0
the-grandiloquent-word-of-the-day-2018-wall-calend,5,0,0,5,0,0,1,0.70634,0
muertos-playing-cards,11,1,0,10,0.09,0,0.91,0.402759091,9
alice-the-bee-and-the-story-of-drumpf-a-childrens,1,0,0,1,0,0,1,0.9492,0
connie-and-the-tooth-troll,19,1,1,17,0.05,0.05,0.89,0.719954094,0
im-not-just-a-scribble-childrens-book-that-inspire,4,0,0,4,0,0,1,0.89555,0
quackers-a-ducks-tale,2,0,0,2,0,0,1,0.63195,0
bramble-hill-farm-year-round-salad-production,1,0,0,1,0,0,1,0.8846,0
day-of-the-dead-wednesday-calavera-vinyl-stickers,10,0,2,8,0,0.2,0.8,0.53725,1
persephone-an-honest-mental-health-performance-mnf,0,0,0,0,0,0,0,0,0
a-kid-from-the-south-the-art-gallery,0,0,0,0,0,0,0,0,0
d20-enamel-pins,10,1,1,8,0.1,0.1,0.8,0.507891667,0
marciante-and-company-leather-footwear-and-accesso,16,0,4,12,0,0.25,0.75,0.499528438,0
wheres-mommys-mommy-a-childrens-book,1,0,1,0,0,1,0,0,0
shapeshifter-the-worlds-first-shape-able-stiff-bri,38,6,7,25,0.16,0.18,0.66,0.400746053,0
unrobe-fashion-made-in-organic-fabrics-at-fair-pri,3,0,1,2,0,0.33,0.67,0.374233333,0
boxes,0,0,0,0,0,0,0,0,0
upper-structures-debut-studio-album,0,0,0,0,0,0,0,0,0
finistere-restaurant-is-opening-in-port-townsend,5,1,0,4,0.2,0,0.8,0.47347,1
unmasked-volume-2-promethean,5,0,1,4,0,0.2,0.8,0.565846667,2
the-lighthouse-2,18,0,4,14,0,0.22,0.78,0.405721661,0
cap-on-sound-on,21,2,5,14,0.1,0.24,0.67,0.249766026,0
kikis-delivery-service-halloween-ghibli-enamel-pin,1,0,1,0,0,1,0,0,0
the-penned-guin-to-coldly-go,2,0,1,1,0,0.5,0.5,0.41805,0
defense-of-the-citadel-0,10,0,2,8,0,0.2,0.8,0.394928292,0
moon-phase-floofs-collectible-hard-enamel-pins,10,0,1,9,0,0.1,0.9,0.495895,0
taco-revolution-make-tacos-not-war,0,0,0,0,0,0,0,0,0
pre-order-david-brinkers-debut-ep,0,0,0,0,0,0,0,0,0
the-oco-dopp-kit-your-last-toiletry-bag,31,2,6,23,0.06,0.19,0.74,0.479119086,0
exploitation-and-the-directors-who-make-it,0,0,0,0,0,0,0,0,0
illustrations-for-the-novel-parts-per-million,1,0,0,1,0,0,1,0.3612,0
a-matter-of-time-kickstarter,5,0,2,3,0,0.4,0.6,0.34744,0
dawnstar-elven-blessing,2,0,0,2,0,0,1,0.8334,0
joe-pine-coffee-co,3,0,0,3,0,0,1,0.692866667,0
public-goods-revolutionizing-household-products,21,3,2,16,0.14,0.1,0.76,0.46773254,0
bier-nuts-the-quirky-new-snack-for-all-you-bier-nu,4,0,1,3,0,0.25,0.75,0.608225,0
sandman-doppler-the-worlds-best-alarm-clock,20,2,2,16,0.1,0.1,0.8,0.4423805,0
the-world-of-kanji,32,4,5,23,0.12,0.16,0.72,0.271436979,0
i-brix-wirelessly-powered-lighting-system-for-lego,24,4,4,16,0.17,0.17,0.67,0.315809722,11
eggy-fun-and-interactive-vinyl-collectibles,26,5,4,17,0.19,0.15,0.65,0.274087922,0
stevenson-everett,1,0,0,1,0,0,1,0.9261,0
plugfones-liberate-20,40,14,8,18,0.35,0.2,0.45,0.1211975,0
mermaid-hues-a-book-of-mermaids,8,0,4,4,0,0.5,0.5,0.325465625,0
gaza-girls-growing-up-in-the-gaza-strip,2,0,1,1,0,0.5,0.5,0.28595,0
when-you-fall-down-the-buster-keaton-story,3,0,0,3,0,0,1,0.822725,0
rolling-empires-the-fantasy-dice-building-game,20,2,4,14,0.1,0.2,0.7,0.403710917,12
drawn-home-catalogue,2,0,1,1,0,0.5,0.5,0.3953,0
levanta-coffeelets-boost-coffee-farmers-incomes-to,7,0,1,6,0,0.14,0.86,0.659975,0
help-the-puzzle-league-open-a-dance-studio,5,0,1,4,0,0.2,0.8,0.71242,0
pico-the-worlds-smallest-arduino-board,35,7,9,19,0.2,0.26,0.54,0.230940857,0
the-bateman-lectures-on-depression-a-funny-documen,1,0,0,1,0,0,1,0.5994,0
a-single-soul-stucky-fanbook,7,2,1,4,0.29,0.14,0.57,0.391828571,0
glamour-vintage-songbird-miss-lous-debut-ep,0,0,0,0,0,0,0,0,0
tulry-the-worlds-first-glamour-utility-necklace,16,1,2,13,0.06,0.12,0.81,0.445678333,0
a-new-fox-on-smithdown-road,3,0,0,3,0,0,1,0.6251,0
monsterkind-book-two,12,0,1,11,0,0.08,0.92,0.776975,0
thumbin-the-strings-a-guitar-cd-by-randy-buckner,2,0,0,2,0,0,1,0.743,0
8mode-multifunction-fidget-spinner,21,3,2,16,0.14,0.1,0.76,0.393971429,0
manga-screen-2,18,3,3,12,0.17,0.17,0.67,0.2475825,19
cthulhu-wars-onslaught-3,21,4,2,15,0.19,0.1,0.71,0.264580238,0
the-toilet-timer,19,4,3,12,0.21,0.16,0.63,0.257687859,0
art-x-nude-x-book,11,4,6,1,0.36,0.55,0.09,-0.066412121,0
the-gentleman-and-scholar,1,0,0,1,0,0,1,0.9812,0
