Product Name,Total number of comments (backer only),Number of Negative Comment,Number of Neutral Comment,Number of Positive Comment,% of Negative Comment,% of Neutral Comment,% of Positive Comment,Overall Score,Number of creator comment
xicha-brewing-chee-chah-broo-ing,9,0,2,7,0,0.22,0.78,0.507888889,0
knowhere-opening-april-1st-2017,4,0,0,4,0,0,1,0.8123,0
the-ally-bally-bee-project,6,0,0,6,0,0,1,0.791116667,0
the-princess-escape,3,0,0,3,0,0,1,0.9444,0
love-you-lots-like-jelly-tots-a-very-silly-childre,1,0,0,1,0,0,1,0.8221,0
teach-your-child-to-read-at-two-and-think-stronger-0,0,0,0,0,0,0,0,0,0
the-gospel-of-mark-word-for-word-bible-comic-book,16,0,3,13,0,0.19,0.81,0.53555625,0
the-locksmith-issue-3,10,0,2,8,0,0.2,0.8,0.4377,9
transmigrant-interdimensional-taxicab-service-4,26,3,7,16,0.12,0.27,0.62,0.370388462,15
evil-inc-after-dark-nsfw-comics-with-smutty-superh,28,8,8,12,0.29,0.29,0.43,0.076207143,19
finding-dee-1-a-life-in-transition,4,0,1,3,0,0.25,0.75,0.524225,0
sphere-of-salvation-manga-tankoubon,8,1,4,3,0.12,0.5,0.38,0.28175,0
everette-hartspes-badgirl-sketchbook-vol-5,6,0,3,3,0,0.5,0.5,0.08895,0
the-being-istota-erotic-graphic-novel,35,3,8,24,0.09,0.23,0.69,0.453614286,0
shades-rule34-megazine-vol-3-nsfw-artbook,50,2,21,27,0.04,0.42,0.54,0.354904,0
brian-pulidos-newest-lady-death-merciless-onslaugh,44,8,10,26,0.18,0.23,0.59,0.301365909,6
mages-of-mystralia,50,7,7,36,0.14,0.14,0.72,0.419626,0
sullivans-sluggers-baseball-horror-graphic-novel-e,40,11,12,17,0.28,0.3,0.42,0.113785,0
the-three-stooges-theater-trading-cards-from-rrpar,3,0,1,2,0,0.33,0.67,0.520533333,0
pugwash-new-album,24,2,4,18,0.08,0.17,0.75,0.475408333,0
two-sheep-and-a-llama,12,1,0,11,0.08,0,0.92,0.568283333,0
say-hello-to-urb,50,10,13,27,0.2,0.26,0.54,0.194776,0
cheap-golf,38,4,8,26,0.11,0.21,0.68,0.430476316,12
april-folly-1920,6,1,1,4,0.17,0.17,0.67,0.270866667,0
small-drawings-of-the-everyday-for-100-days,1,0,0,1,0,0,1,0.6696,0
debut-the-installation-nothing-and-everything-in-t,2,0,0,2,0,0,1,0.7486,0
pon-and-zi-enamel-pins,9,3,1,5,0.33,0.11,0.56,0.363222222,1
larry-hama-action-figure,50,8,19,23,0.16,0.38,0.46,0.163734,0
ancient-script-flashcards-save-an-endangered-writi,3,0,1,2,0,0.33,0.67,0.419966667,0
original-limited-edition-geometric-iceberg-paintin,8,1,1,6,0.12,0.12,0.75,0.483975,8
the-little-princess,19,0,1,18,0,0.05,0.95,0.773926316,0
obscure-movie-monster-playing-cards,29,2,2,25,0.07,0.07,0.86,0.544968966,8
a-girl-a-question-a-merica,2,0,0,2,0,0,1,0.95165,0
all-in-good-pun-cute-ocean-themed-enamel-pins,13,5,2,6,0.38,0.15,0.46,0.1747,0
frazetta-miniatures,50,12,13,25,0.24,0.26,0.5,0.14123,0
brian-giniewski-ceramics-made-in-philadelphia,35,1,4,30,0.03,0.11,0.86,0.616762857,15
fantastico-encarnado-un-viaje-animado,0,0,0,0,0,0,0,0,0
mythical-beasts-enamel-pins,5,1,1,3,0.2,0.2,0.6,0.3102,0
shusenjo-the-main-battleground-a-documentary-film,11,0,2,9,0,0.18,0.82,0.538754545,0
the-other,1,0,0,1,0,0,1,0.9408,0
forget-me-not-an-emotive-fantastical-short-film-ab,6,0,0,6,0,0,1,0.786283333,4
tw-walsh-terrible-freedom,3,0,3,0,0,1,0,0,0
turn-the-other-teak,22,4,1,17,0.18,0.05,0.77,0.371172727,0
spirit-drawing-tales-of-the-phantasmagoric-skull,3,1,1,1,0.33,0.33,0.33,0.142633333,0
the-amitycode,2,1,0,1,0.5,0,0.5,-0.0307,0
heroines,0,0,0,0,0,0,0,0,0
seven-a-documentary-play-north-carolina-premiere,0,0,0,0,0,0,0,0,0
5-strangers,0,0,0,0,0,0,0,0,0
run-away-join-the-circus-a-holocaust-memoir,6,0,1,5,0,0.17,0.83,0.533316667,0
wire-organizer,8,2,2,4,0.25,0.25,0.5,0.257625,0
the-iraqi-conference-of-the-birds,1,0,0,1,0,0,1,0.4588,0
lindlund-the-ultimate-ruler-for-creative-people,33,5,8,20,0.15,0.24,0.61,0.292672727,17
smoky-blue-a-tale-of-timeless-love,2,0,0,2,0,0,1,0.8926,0
threads-0,0,0,0,0,0,0,0,0,0
three-walls,1,0,1,0,0,1,0,0,0
mordhau,50,6,27,17,0.12,0.54,0.34,0.164522,0
tally-ho-master-class-playing-cards-printed-by-usp,50,5,19,26,0.1,0.38,0.52,0.269752,0
tangledeep-a-dungeon-crawling-tribute-to-the-16-bi,50,7,10,33,0.14,0.2,0.66,0.414446,0
impulse-english-2nd-edition-2-expansions,50,13,17,20,0.26,0.34,0.4,0.133454,0
smiths-of-winterforge,50,9,10,31,0.18,0.2,0.62,0.346258,0
silver-ion-cover,3,0,1,2,0,0.33,0.67,0.309166667,1
resurrecting-the-dirty-dozen-from-war-news-picture,6,0,0,6,0,0,1,0.56565,4
cold-warning-a-call-of-cthulhu-7th-edition-adventu,50,18,10,22,0.36,0.2,0.44,0.111804,0
satanic-panic,42,10,15,17,0.24,0.36,0.4,0.154133333,8
exceed-season-2-a-dueling-card-game,50,9,16,25,0.18,0.32,0.5,0.197534,0
princes-gambit-casual-vampire-card-game,47,12,15,20,0.26,0.32,0.43,0.161710638,3
desolate-places-a-book-about-the-wilderness-and-th,0,0,0,0,0,0,0,0,0
durable-minimalist-watches-with-the-perfect-fit-an,8,1,1,6,0.12,0.12,0.75,0.52275,0
just-a-little-kick-start,50,18,10,22,0.36,0.2,0.44,0.052848,0
trail-head-20-the-ultimate-packable-technical-pant,50,10,5,35,0.2,0.1,0.7,0.426342,0
cubos-hardwood-sorting-toy-made-in-canada,3,0,1,2,0,0.33,0.67,0.631933333,2
grannies-and-kitties,50,6,20,24,0.12,0.4,0.48,0.201802,0
the-jul-heated-smart-mug-for-coffee-and-tea,50,10,4,36,0.2,0.08,0.72,0.329714,0
pebby-the-worlds-most-advanced-robotic-pet-sitter,50,5,15,30,0.1,0.3,0.6,0.280034,0
color-by-amanda-norman,1,0,1,0,0,1,0,0,0
the-big-book-of-maps-for-tabletop-roleplaying-game,50,3,0,47,0.06,0,0.94,0.69473,0
ravensberg,20,0,4,16,0,0.2,0.8,0.55691,3
call-of-cthulhu-metal-dice-set-by-q-workshop-and-c,50,14,13,23,0.28,0.26,0.46,0.129538,0
the-edge-infinite-darkness,0,0,0,0,0,0,0,0,0
you-are-here-your-personal-map-jewelry,50,7,6,37,0.14,0.12,0.74,0.432476,0
relic-worlds-pick-your-path,1,0,0,1,0,0,1,0.8475,0
read-em-and-steep-monthly-book-subscription-box,13,0,0,13,0,0,1,0.783446154,5
valverde-a-novel-about-the-civil-war-in-new-mexico,2,1,0,1,0.5,0,0.5,0.38395,0
dragon-tale-publishing,0,0,0,0,0,0,0,0,0
flowering-lines-rare-art-nouveau-posters-graphics,8,0,1,7,0,0.12,0.88,0.508075,2
mythic-beings-adult-coloring-book,44,5,9,30,0.11,0.2,0.68,0.376813636,6
penfrend,18,0,2,16,0,0.11,0.89,0.652222222,0
red-scare-redux-a-competitive-card-game,50,6,8,36,0.12,0.16,0.72,0.431458,0
stark-the-first-affordable-hybrid-smartwatch-40,43,18,9,16,0.42,0.21,0.37,-0.107376744,7
chocolita-raw-exotic-herb-crafted-chocolate,35,2,7,26,0.06,0.2,0.74,0.447122857,15
she-persisted-enamel-pin-color-palette-expansion,50,5,2,43,0.1,0.04,0.86,0.62758,0
the-secret-wish-of-dragon-h,2,0,0,2,0,0,1,0.96075,2
makeblock-neuron-an-electronic-building-blocks-pla,50,9,12,29,0.18,0.24,0.58,0.2192,0
feminist-at-15,2,0,0,2,0,0,1,0.80895,0
hardwood-storage-solutions-deck-boxes-dandd-board,20,2,2,16,0.1,0.1,0.8,0.41471,0
ink-the-states,32,2,3,27,0.06,0.09,0.84,0.670478125,18
solid-silver-and-copper-dice-the-ultimate-rpg-meta,50,4,9,37,0.08,0.18,0.74,0.375012,0
gem-city-catfe-daytons-cat-cafe-and-community-spac,27,2,2,23,0.07,0.07,0.85,0.60197037,7
the-pursuit-of-happiness-community,50,5,21,24,0.1,0.42,0.48,0.24669,0
charm-kitty-cafe-baltimores-cat-cafe,29,1,3,25,0.03,0.1,0.86,0.642917241,0
a-familys-fury-production-campaign-action-superher,4,0,2,2,0,0.5,0.5,0.3638,0
dust-fog-and-glowing-embers-an-rpg,10,1,4,5,0.1,0.4,0.5,0.3285,4
optiko-analogue-photography-journal,8,1,5,2,0.12,0.62,0.25,0.0868375,0
the-little-shop-of-horrors-trading-cards,1,0,0,1,0,0,1,0.6369,0
props-the-original-content-marketplace,5,0,2,3,0,0.4,0.6,0.44604,0
hawksbill-brewing-company-countdown-to-opening,0,0,0,0,0,0,0,0,0
prest-coffee-juice-and-smoothie-bar-a-mobile-cart,2,0,0,2,0,0,1,0.70155,0
looking-for-america-a-personal-history-of-the-unit,0,0,0,0,0,0,0,0,0
the-great-crusade-world-war-i-guidebook,1,0,0,1,0,0,1,0.8689,0
does-god-care-who-wins,0,0,0,0,0,0,0,0,0
dcc-lankhmar,50,10,15,25,0.2,0.3,0.5,0.183184,0
the-umerican-survival-guide,42,5,9,28,0.12,0.21,0.67,0.293283333,8
monsterborg-the-raspberry-pi-monster-robot,50,7,12,31,0.14,0.24,0.62,0.280118,0
raspio-inspiring-connect-rgb-led-shapes-sculpt-you,50,4,1,45,0.08,0.02,0.9,0.585472,0
la-giara-the-water-jug-a-memoir,4,0,1,3,0,0.25,0.75,0.410825,0
magbine-ios-android-charging-cable-with-reversible,50,9,5,36,0.18,0.1,0.72,0.375106,0
res-non-stop-hi-res-music-while-wireless-charging,50,12,13,25,0.24,0.26,0.5,0.188704,0
desire-worlds-first-slim-ai-qc-30-portable-power-b,7,2,0,5,0.29,0,0.71,0.516757143,0
tavern-masters-extended-print-run,50,15,15,20,0.3,0.3,0.4,0.143074,0
premium-bicycle-playing-cards-deck,50,2,5,43,0.04,0.1,0.86,0.577106,0
deep-learning-a-ztm-online-course,45,3,14,28,0.07,0.31,0.62,0.345153333,5
captain-nemo-portrait-by-dave-dorman,27,0,5,22,0,0.19,0.81,0.638918519,0
p-craig-russells-jungle-book-and-other-stories,14,2,1,11,0.14,0.07,0.79,0.506128571,0
essays-on-product-management,3,0,0,3,0,0,1,0.766133333,0
kickass-content-powerful-steps-to-actually-write-y,3,0,2,1,0,0.67,0.33,0.274166667,1
sweet-sloth-pins,14,0,3,11,0,0.21,0.79,0.511014286,0
life-at-the-end-of-us-versus-them-cross-culture-st,1,0,0,1,0,0,1,0.636,0
danger-noodles-corn-snake-hard-enamel-lapel-pins,6,0,1,5,0,0.17,0.83,0.50155,0
black-crow-enamel-pin,13,0,0,13,0,0,1,0.556953846,0
save-the-whales-enamel-pins-1-hit-wonder,0,0,0,0,0,0,0,0,0
all-the-stations,50,4,8,38,0.08,0.16,0.76,0.581378,0
our-sisters,0,0,0,0,0,0,0,0,0
makerbuino-a-diy-game-console,50,9,3,38,0.18,0.06,0.76,0.327586,0
stories-in-science,0,0,0,0,0,0,0,0,0
art-that-makes-your-brain-happy,1,0,0,1,0,0,1,0.5093,0
make-100-bachman-blue-harvest-star-wars-sketchbook,3,0,1,2,0,0.33,0.67,0.529333333,1
world-engine-an-online-map-making-tool-for-tableto,50,5,11,34,0.1,0.22,0.68,0.403436,0
hippo-noto-a-hippo-size-tomoe-paper-notebook,50,5,6,39,0.1,0.12,0.78,0.39538,0
king-kong-of-skull-island,28,0,9,19,0,0.32,0.68,0.461217857,0
drops-of-spring,4,1,0,3,0.25,0,0.75,0.37365,1
classics-kind-of-number-1-bram-stokers-dracula,10,1,2,7,0.1,0.2,0.7,0.44723,0
a-girl-in-school-uniform-walks-into-a-bar,0,0,0,0,0,0,0,0,0
finally-an-album,5,1,1,3,0.2,0.2,0.6,0.38822,1
melodicpony-in-memoriam-live-performance-transcrip,6,1,0,5,0.17,0,0.83,0.69295,0
niryo-one-an-open-source-6-axis-robotic-arm-just-f,50,0,9,41,0,0.18,0.82,0.55458,0
seeker-the-expandable-face-guessing-card-game,33,2,11,20,0.06,0.33,0.61,0.375457576,12
dacberry-amp-analog-soundcard-and-amplifier-for-ra,28,5,6,17,0.18,0.21,0.61,0.193932143,0
best-of-commodore-amiga-demoscene-funding-2017,7,0,1,6,0,0.14,0.86,0.670442857,0
et-mini-make-entertainment-great-again,50,6,7,37,0.12,0.14,0.74,0.413418,0
kodiak-leather-buffalo-leather-satchel-briefcase-w,50,6,5,39,0.12,0.1,0.78,0.413954,0
the-stealth-pant-wear-sweatpants-to-work,50,13,4,33,0.26,0.08,0.66,0.29363,0
high-performance-outerwear-at-a-revolutionary-pric,50,10,5,35,0.2,0.1,0.7,0.382206,0
woodies-the-ultimate-performance-dress-shirt,50,3,22,25,0.06,0.44,0.5,0.303598,0
robot-repair-t-shirt-the-hong-kong-branch,0,0,0,0,0,0,0,0,0
the-most-active-and-versatile-drawstring-backpack,50,8,12,30,0.16,0.24,0.6,0.293838,0
design-canada,36,3,6,27,0.08,0.17,0.75,0.439222222,14
one-foot-in-the-grave-the-2nd-ep-from-andie,7,1,1,5,0.14,0.14,0.71,0.470214286,0
pulling-teeth-new-voices-2017,0,0,0,0,0,0,0,0,0
the-bfan-for-a-cooler-more-restful-nights-sleep,47,8,5,34,0.17,0.11,0.72,0.40893617,3
ingos-war-at-brighton-fringe,0,0,0,0,0,0,0,0,0
pedion-urban-handpainted-terrain-tiles-for-wargame,50,13,7,30,0.26,0.14,0.6,0.287322,0
arvin-goods-waterless-sustainable-zero-waste-acces,7,0,0,7,0,0,1,0.916685714,0
princess-leia-stickers,11,1,2,8,0.09,0.18,0.73,0.507981818,0
adorable-classic-harley-quinn-chibi-by-melbaka,9,4,2,3,0.44,0.22,0.33,-0.021566667,0
the-inklings-art-print-set,10,2,2,6,0.2,0.2,0.6,0.28533,0
unicorn-enamel-pins,10,1,1,8,0.1,0.1,0.8,0.54097,0
tens-filter-sunglasses-that-make-life-look-better,50,9,16,25,0.18,0.32,0.5,0.236104,0
never-built-new-york,7,0,2,5,0,0.29,0.71,0.558442857,0
samhain,50,12,16,22,0.24,0.32,0.44,0.073484,0
hail-to-the-victors-2017,40,7,18,15,0.17,0.45,0.38,0.0979875,0
strange-mermaid-coloring-book,12,1,6,5,0.08,0.5,0.42,0.2516,0
go-tell-your-fathers,2,0,0,2,0,0,1,0.74355,0
limo-surprise-a-short-film-on-spreading-love-at-bu,0,0,0,0,0,0,0,0,0
hand-habits-a-night-of-dance-theater,0,0,0,0,0,0,0,0,0
support-soles-of-duende,0,0,0,0,0,0,0,0,0
for-the-kingdom-an-original-fairytale-picture-book,1,0,0,1,0,0,1,0.6688,0
animals-under-the-bed,11,0,1,10,0,0.09,0.91,0.722936364,10
lady-bits-by-liana-kerzner,48,7,7,34,0.15,0.15,0.71,0.414529167,0
tesla-a-multidisciplinary-opera,1,0,0,1,0,0,1,0.6103,0
doc-undoc,4,1,1,2,0.25,0.25,0.5,0.3491,0
festival-mvt-iii-of-voyage-concerto-for-euphonium,0,0,0,0,0,0,0,0,0
gottschalk-and-cuba-a-project-by-antonio-iturrioz,2,0,0,2,0,0,1,0.9393,0
jacquelines-first-solo-album,1,0,0,1,0,0,1,0.5994,1
isolated-mutations-of-the-assembly-line-baby-by-jo,22,3,2,17,0.14,0.09,0.77,0.483486364,14
intricate-web-liz-johnson-new-double-album-music-a,0,0,0,0,0,0,0,0,0
trade-winds-in-chicago,0,0,0,0,0,0,0,0,0
any-suggestions-doctor-2017-edinburgh-fringe,3,0,2,1,0,0.67,0.33,0.1468,0
the-trouble-with-dead-boyfriends-goes-to-premier-p,0,0,0,0,0,0,0,0,0
442-the-issei-soldier,1,0,0,1,0,0,1,0.9062,0
like-blood-from-a-cheap-cigar-edinburgh-fringe-fes,2,0,0,2,0,0,1,0.78915,0
the-bearpit,0,0,0,0,0,0,0,0,0
love-is-a-dirty-word,1,0,0,1,0,0,1,0.8854,0
i-want-to-hear-the-sea,0,0,0,0,0,0,0,0,0
the-iowa-theater-marquee-rehabilitation-winterset,8,0,2,6,0,0.25,0.75,0.445975,3
the-norwegian-doktor-faustus-a-theatrical-adventur,2,0,0,2,0,0,1,0.8764,0
dual-bowls-mixed-metal-castings,50,2,6,42,0.04,0.12,0.84,0.645656,0
kynseed-a-whimsical-sandbox-rpg-adventure,50,6,5,39,0.12,0.1,0.78,0.436436,0
the-art-of-jaw-cooper-three-book-set-with-prints,50,8,4,38,0.16,0.08,0.76,0.475244,0
midsummer-of-love,1,0,0,1,0,0,1,0.8937,0
frida-kahlo-action-figure,50,8,10,32,0.16,0.2,0.64,0.301528,0
la-misa-negras-2nd-album,18,2,3,13,0.11,0.17,0.72,0.5761,0
wreckfish-maybe,27,2,8,17,0.07,0.3,0.63,0.433440741,0
america-the-strange,5,0,0,5,0,0,1,0.83494,0
the-checkpoint-series,25,3,2,20,0.12,0.08,0.8,0.514144,0
food-and-culture-along-the-trans-siberian-railway,1,0,0,1,0,0,1,0.944,0
journeys-an-interdisciplinary-dance-project,0,0,0,0,0,0,0,0,0
reissue-of-the-ibm-graphic-standards-manual-by-pau,50,5,20,25,0.1,0.4,0.5,0.261854,0
crawl-a-fantastic-journey,0,0,0,0,0,0,0,0,0
unicorns-picnic-a-magical-picture-book-for-childre,0,0,0,0,0,0,0,0,0
the-prophecy-sketchbook,2,0,0,2,0,0,1,0.66805,0
edgar-rice-burroughs-100-year-art-chronology,45,3,12,30,0.07,0.27,0.67,0.374604444,5
swado-swaddle-the-easy-swaddle-that-swaddles-easy,12,0,0,12,0,0,1,0.8378,0
strong-female-protagonist-book-two,42,10,4,28,0.24,0.1,0.67,0.300514286,8
affordable-professional-360o-sound-and-video-camer,46,6,8,32,0.13,0.17,0.7,0.411773913,0
abc-basic-connections-the-essential-book-for-maker,50,20,4,26,0.4,0.08,0.52,0.142584,0
tegn1,50,8,10,32,0.16,0.2,0.64,0.376726,0
the-contractors-create-3d-model-prop-asset-model-1,0,0,0,0,0,0,0,0,0
filmlab-an-app-for-viewing-and-digitizing-analog-f,50,7,12,31,0.14,0.24,0.62,0.237954,0
the-book-of-teeth-the-teeth-creatures-of-cody-vros,28,2,5,21,0.07,0.18,0.75,0.447425,22
the-aviary-cocktail-book,50,4,11,35,0.08,0.22,0.7,0.489482,0
graces-60,30,1,10,19,0.03,0.33,0.63,0.474693333,0
stealing-second,1,0,0,1,0,0,1,0.1027,0
bodies-of-art,14,0,0,14,0,0,1,0.729214286,0
how-to-be-a-faggot-a-book-of-illustrated-queer-ero,0,0,0,0,0,0,0,0,0
bow-to-your-masters-volume-1-thin-lizzy,5,0,0,5,0,0,1,0.70332,0
non-destructive-commodore-64c-pi-conversion-framew,39,5,14,20,0.13,0.36,0.51,0.257435897,0
offensive-crayons,32,11,4,17,0.34,0.12,0.53,0.179434375,0
lucky-cat-pins-maneki-neko-soft-enamel-pins,12,0,0,12,0,0,1,0.833191667,0
garden-state-candles,0,0,0,0,0,0,0,0,0
tiktaalik-plushie-a-new-paleozoic-pal,50,5,7,38,0.1,0.14,0.76,0.473442,0
neolucida-xl,40,2,4,34,0.05,0.1,0.85,0.4777325,10
astrobox-touch-a-powerful-touchscreen-for-your-3d,50,11,8,31,0.22,0.16,0.62,0.289722,0
kismet-corner,2,0,1,1,0,0.5,0.5,0.19935,0
zero-fucks-given-pins,14,1,3,10,0.07,0.21,0.71,0.479564286,7
bobby-badger-enamel-pin,2,0,0,2,0,0,1,0.92585,0
lavallier-emporium-ceramic-studio-expansion,17,1,3,13,0.06,0.18,0.76,0.545482353,0
cute-snoots-snake-enamel-pins,20,2,1,17,0.1,0.05,0.85,0.5622,0
karma-wristbands-personalised-wearable-positivity-0,5,0,1,4,0,0.2,0.8,0.64164,0
onesqin-natural-tampons-and-skincare-educating-gir,1,0,0,1,0,0,1,0.9537,0
raven-enamel-pin,10,0,0,10,0,0,1,0.8756,4
the-micromill-a-desktop-cnc-milling-machine,50,10,4,36,0.2,0.08,0.72,0.45222,0
titanium-edc-ink-pocket-and-keychain-pens,50,5,2,43,0.1,0.04,0.86,0.642412,0
xtnd-worlds-first-electric-board-with-ai,50,6,4,40,0.12,0.08,0.8,0.485734,0
flipbookit-hats-and-mechanical-marvels,19,0,4,15,0,0.21,0.79,0.634236842,0
the-neptune-convertible-art-lens-system,50,12,16,22,0.24,0.32,0.44,0.135666,0
troxes-origami-building-blocks,16,1,2,13,0.06,0.12,0.81,0.54575,14
the-first-fable-a-novel,5,0,0,5,0,0,1,0.6393,0
the-kingdom-of-andros-a-novel,6,0,0,6,0,0,1,0.727483333,0
the-damsel-and-the-dragon-a-fantasy-novel,11,0,2,9,0,0.18,0.82,0.558918182,0
archipelago-a-serialised-online-fantasy-adventure,4,0,0,4,0,0,1,0.837575,0
pre-order-the-platinum-briefcase-by-henry-cline,4,0,1,3,0,0.25,0.75,0.489025,1
2017-fantastic-fiction-at-kgb-fundraiser,0,0,0,0,0,0,0,0,0
of-tree-album-debut-album-recording,2,0,0,2,0,0,1,0.71795,0
peace-and-loaf-bakehouse-oven-upgrade-shop-refit,12,0,0,12,0,0,1,0.79895,0
legends-of-the-vorpal-blade-enamel-pins,0,0,0,0,0,0,0,0,0
sarah-sample-makes-her-6th-studio-album-redwing,8,0,2,6,0,0.25,0.75,0.54465,0
la-abeja-sagrada-maya-the-sacred-mayan-bee-0,5,0,1,4,0,0.2,0.8,0.72042,0
a-new-record-from-elana-arian,7,1,0,6,0.14,0,0.86,0.466257143,0
kefirko-cheese-maker-probiotic-cheese-preparation,50,7,14,29,0.14,0.28,0.58,0.319016,0
magical-kitty-enamel-pins,1,0,0,1,0,0,1,0.4199,0
please-help-us-plant-lavender-on-the-farm-at-summi,7,1,1,5,0.14,0.14,0.71,0.423,4
the-shattered-trinity-science-fantasy-novel,1,0,0,1,0,0,1,0.9412,0
trublu-mfg-stainless-steel-mini-fidget-spinner,50,4,12,34,0.08,0.24,0.68,0.450238,0
loog-pro-and-loog-mini-the-ultimate-beginners-guit,33,8,6,19,0.24,0.18,0.58,0.239315152,17
gather-the-minimal-modular-organizer-that-cuts-clu,28,4,8,16,0.14,0.29,0.57,0.369503571,22
paleopins,21,2,3,16,0.1,0.14,0.76,0.501090476,8
changing-worlds-the-four-seasons,5,0,0,5,0,0,1,0.8067,0
shaz-apparel-collection-1,0,0,0,0,0,0,0,0,0
precision-winning-coins,13,3,1,9,0.23,0.08,0.69,0.286792308,0
the-science-of-climate-change-a-hands-on-course,9,0,3,6,0,0.33,0.67,0.332033333,0
adeliane-album-and-tour,50,9,6,35,0.18,0.12,0.7,0.445202,0
arsenal-the-intelligent-camera-assistant-0,28,1,4,23,0.04,0.14,0.82,0.385025,22
goodbye-stranger-alanna-boudreaus-fourth-album,11,0,1,10,0,0.09,0.91,0.5996,0
johto-legends-music-from-pokemon-gold-and-pokemon,50,1,5,44,0.02,0.1,0.88,0.64163,0
plunger-the-station-is-not-received-vermin-scum-re,3,0,0,3,0,0,1,0.594033333,0
tiny-stills-record-takeover-2017,2,1,1,0,0.5,0.5,0,-0.00955,2
brave-new-full-length-album-from-jonathan-j-bower,2,0,1,1,0,0.5,0.5,0.4242,0
amal-short-film,2,1,0,1,0.5,0,0.5,0.18705,0
an-office-for-imprec,17,1,4,12,0.06,0.24,0.71,0.449417647,0
k-pop-sauce-the-ultimate-korean-chili-sauce,50,5,11,34,0.1,0.22,0.68,0.448206,0
a-living-tradition-architecture-of-the-bahamas,0,0,0,0,0,0,0,0,0
the-houses-of-bruce-rickard,3,0,0,3,0,0,1,0.8916,0
welsh-school-of-architecture-summer-exhibitions,0,0,0,0,0,0,0,0,0
you-had-me-at-black-city-tour,1,0,0,1,0,0,1,0.9748,0
ila-project-making-dance-performance-for-young-aud,0,0,0,0,0,0,0,0,0
limitless-lgbtq-african-immigrants,8,0,1,7,0,0.12,0.88,0.663875,0
rigiet-the-most-advanced-stabilizer-for-your-phone,50,20,10,20,0.4,0.2,0.4,0.01778,0
next-generation-like-no-other-ballet-class-cd,2,0,1,1,0,0.5,0.5,0.1901,0
jacqueline-ayer-drawing-on-thailand-exhibition-cat,1,0,0,1,0,0,1,0.6688,0
color-me-gone-the-first-double-binded-photobook-on,2,0,0,2,0,0,1,0.4404,2
sayeda-women-in-egypt-a-photography-book-by-amelie,0,0,0,0,0,0,0,0,0
pinhole-pro-professional-pinhole-lens-for-dslr-and,50,7,7,36,0.14,0.14,0.72,0.447688,0
platypod-ultra-multi-accessory-kit,32,9,4,19,0.28,0.12,0.59,0.1726,18
trilens-change-lenses-in-the-blink-of-an-eye,50,4,12,34,0.08,0.24,0.68,0.424314,0
hobnobbin-with-slim-man,3,0,0,3,0,0,1,0.888366667,0
splash-drone-3-a-fully-waterproof-drone-that-float,50,12,9,29,0.24,0.18,0.58,0.241668,0
the-blues-in-black-and-white-by-kirk-west,16,0,5,11,0,0.31,0.69,0.55896875,0
kamidrop-make-friends-for-life,20,4,2,14,0.2,0.1,0.7,0.261885,0
button-men-beat-people-up,50,2,10,38,0.04,0.2,0.76,0.477522,0
phil-tippetts-mad-god-part-3,50,5,15,30,0.1,0.3,0.6,0.37793,0
the-deep-sky-a-new-film-by-frazer-bradshaw,5,0,0,5,0,0,1,0.76262,0
halo-back-kevlar-charging-cable,50,11,3,36,0.22,0.06,0.72,0.211754,0
sid-the-next-revolution-in-3d-storytelling,50,10,12,28,0.2,0.24,0.56,0.214978,0
in-the-off-season-short-film,1,0,0,1,0,0,1,0.8402,0
field-day-2017-modular-enclosure,0,0,0,0,0,0,0,0,0
architectour-the-ultimate-guide-for-the-urban-expl,24,2,4,18,0.08,0.17,0.75,0.523670833,0
pac-man-x-orlinski-the-official-sculptures,50,3,29,18,0.06,0.58,0.36,0.152262,0
phrozen-make-professional-lcd-3d-printing-made-acc,50,3,9,38,0.06,0.18,0.76,0.362806,0
la-maupin-in-the-fresh-fruit-festival,0,0,0,0,0,0,0,0,0
grab-the-wheel-help-young-children-manage-explosiv,0,0,0,0,0,0,0,0,0
hanzi-a-documentary-on-chinese-typography,29,1,5,23,0.03,0.17,0.79,0.46717931,0
take-the-gold,50,7,13,30,0.14,0.26,0.6,0.30849,0
exhibit-aa-an-artist-book-by-aaron-valenzuela,2,0,0,2,0,0,1,0.8155,1
niobe-she-is-life-hardcover-and-she-is-death-1-com,50,4,14,32,0.08,0.28,0.64,0.38144,0
clonsters-an-all-ages-adventure-comic,12,0,0,12,0,0,1,0.620891667,0
route-3-vol-1,14,0,3,11,0,0.21,0.79,0.517457143,0
native-drums-volume-1-graphic-novel,50,2,7,41,0.04,0.14,0.82,0.53944,0
oh-joy-sex-toy-volume-4,9,0,2,7,0,0.22,0.78,0.542077778,3
detainees-a-short-graphic-novel,0,0,0,0,0,0,0,0,0
ninja-high-school-textbook-5,25,6,6,13,0.24,0.24,0.52,0.20548,8
kamikaze-volume-2-and-soundbox,22,2,4,16,0.09,0.18,0.73,0.423709091,0
kuru-1-the-beginnings-of-a-horror-juggernaut,17,0,5,12,0,0.29,0.71,0.412594118,7
duty-free-a-documentary-film,18,0,0,18,0,0,1,0.766072222,0
biblical-volume-1-the-holy-and-the-dead,5,0,0,5,0,0,1,0.80392,0
mitch-byrds-unearthed-vol-1,4,0,0,4,0,0,1,0.3753,0
angels-blood-m-rated-comic-book,1,0,0,1,0,0,1,0.6103,0
